reward,action,step
-64.35973125000001,-1.8393750000000002,146
-61.89496875,-1.839375,147
-58.86,-1.839375,148
-60.3682875,-1.839375,149
-71.9195625,-1.839375,150
0.0,0.0,151
0.0,0.0,152
82.98377099999999,1.32435,153
0.0,0.0,154
0.0,0.0,155
0.0,0.0,156
93.76397999999999,1.32435,157
0.0,0.0,158
0.0,0.0,159
0.0,0.0,160
102.55766399999999,1.32435,161
92.7045,1.32435,162
79.3947825,1.32435,163
0.0,0.0,164
0.0,0.0,165
0.0,0.0,166
0.0,0.0,167
0.0,0.0,168
0.0,0.0,169
-68.056875,-1.8393750000000002,170
-61.82139375,-1.839375,171
-60.6258,-1.839375,172
-61.26958125,-1.839375,173
0.0,0.0,174
0.0,0.0,175
99.32624999999999,1.32435,176
103.4184915,1.32435,177
81.3813075,1.3243500000000001,178
78.48098099999999,1.3243499999999997,179
0.0,0.0,180
0.0,0.0,181
0.0,0.0,182
0.0,0.0,183
0.0,0.0,184
0.0,0.0,185
0.0,0.0,186
0.0,0.0,187
0.0,0.0,188
0.0,0.0,189
0.0,0.0,190
0.0,0.0,191
0.0,0.0,192
0.0,0.0,193
-84.90554999999999,-1.839375,194
-50.63799375,-1.839375,195
-45.984375,-1.839375,196
-40.46625,-1.8393750000000002,197
-55.622699999999995,-1.839375,198
0.0,0.0,199
0.0,0.0,200
0.0,0.0,201
0.0,0.0,202
0.0,0.0,203
0.0,0.0,204
0.0,0.0,205
0.0,0.0,206
0.0,0.0,207
0.0,0.0,208
73.2233115,1.32435,209
68.34970349999999,1.32435,210
63.568799999999996,1.32435,211
64.5885495,1.32435,212
0.0,0.0,213
0.0,0.0,214
0.0,0.0,215
0.0,0.0,216
0.0,0.0,217
-103.3360875,-1.8393750000000002,218
-33.10875,-1.839375,219
-0.01839375,-1.839375,220
-0.01839375,-1.839375,221
0.0,0.0,222
0.0,0.0,223
-21.44915625,-1.021875,224
0.0,0.0,225
0.0,0.0,226
0.0,0.0,227
0.0,0.0,228
0.0,0.0,229
-0.0,-0.0,230
-0.0,-0.0,231
-0.0,-0.0,232
-0.0,-0.0,233
71.5149,1.32435,234
65.13153299999999,1.32435,235
60.41684699999999,1.32435,236
56.94705,1.32435,237
0.0,0.0,238
0.0,0.0,239
0.0,0.0,240
0.0,0.0,241
-66.38304375,-1.8393749999999998,242
-57.020625,-1.839375,243
-56.85508125,-1.839375,244
-56.8366875,-1.839375,245
0.0,0.0,246
0.0,0.0,247
93.366675,1.32435,248
94.691025,1.32435,249
94.02884999999999,1.32435,250
92.757474,1.32435,251
91.04906249999999,1.32435,252
62.15616000000001,0.73575,253
0.0,0.0,254
0.0,0.0,255
0.0,0.0,256
0.0,0.0,257
0.0,0.0,258
0.0,0.0,259
0.0,0.0,260
0.0,0.0,261
0.0,0.0,262
0.0,0.0,263
0.0,0.0,264
-123.73475624999999,-1.839375,265
-113.76534375,-1.839375,266
-101.165625,-1.8393750000000002,267
-97.5236625,-1.839375,268
-110.89591874999999,-1.839375,269
0.0,0.0,270
135.242622,1.3243500000000001,271
189.75286799999998,1.32435,272
258.989886,1.3243500000000001,273
237.826773,1.32435,274
209.3929785,1.32435,275
0.0,0.0,276
0.0,0.0,277
0.0,0.0,278
0.0,0.0,279
0.0,0.0,280
0.0,0.0,281
0.0,0.0,282
0.0,0.0,283
0.0,0.0,284
0.0,0.0,285
0.0,0.0,286
0.0,0.0,287
0.0,0.0,288
0.0,0.0,289
-84.39052500000001,-1.8393750000000002,290
-64.39651875,-1.839375,291
-63.053775,-1.839375,292
-68.25920624999999,-1.8393749999999998,293
0.0,0.0,294
0.0,0.0,295
0.0,0.0,296
0.0,0.0,297
0.0,0.0,298
84.599478,1.32435,299
0.0,0.0,300
0.0,0.0,301
0.0,0.0,302
0.0,0.0,303
0.0,0.0,304
88.7446935,1.32435,305
95.52536549999999,1.32435,306
94.0685805,1.32435,307
0.0,0.0,308
0.0,0.0,309
0.0,0.0,310
0.0,0.0,311
0.0,0.0,312
0.0,0.0,313
-75.76385624999999,-1.8393749999999998,314
-61.6190625,-1.839375,315
-59.24626875,-1.839375,316
-75.2304375,-1.839375,317
0.0,0.0,318
0.0,0.0,319
0.0,0.0,320
0.0,0.0,321
87.65872649999999,1.32435,322
87.6322395,1.32435,323
86.4668115,1.32435,324
83.539998,1.32435,325
0.0,0.0,326
0.0,0.0,327
0.0,0.0,328
0.0,0.0,329
0.0,0.0,330
0.0,0.0,331
0.0,0.0,332
0.0,0.0,333
0.0,0.0,334
0.0,0.0,335
0.0,0.0,336
0.0,0.0,337
-78.63328125,-1.839375,338
-60.68098125,-1.839375,339
-58.86,-1.839375,340
-73.28070000000001,-1.8393750000000002,341
0.0,0.0,342
0.0,0.0,343
0.0,0.0,344
0.0,0.0,345
87.645483,1.32435,346
87.4071,1.32435,347
0.0,0.0,348
0.0,0.0,349
0.0,0.0,350
0.0,0.0,351
0.0,0.0,352
0.0,0.0,353
89.31416399999999,1.32435,354
88.7182065,1.32435,355
0.0,0.0,356
0.0,0.0,357
0.0,0.0,358
0.0,0.0,359
0.0,0.0,360
0.0,0.0,361
-69.08692500000001,-1.8393750000000002,362
-62.557143749999994,-1.839375,363
-58.41855,-1.839375,364
-54.813375,-1.839375,365
-53.70975,-1.839375,366
0.0,0.0,367
0.0,0.0,368
0.0,0.0,369
0.0,0.0,370
0.0,0.0,371
0.0,0.0,372
0.0,0.0,373
0.0,0.0,374
0.0,0.0,375
-35.0503125,-1.021875,376
-0.0,-0.0,377
70.34947199999999,1.32435,378
52.88129549999999,1.32435,379
0.0,0.0,380
0.0,0.0,381
62.2841805,1.32435,382
0.0,0.0,383
0.0,0.0,384
0.0,0.0,385
-56.85508125,-1.839375,386
-31.269375,-1.839375,387
-27.204356249999996,-1.8393749999999998,388
0.0,0.0,389
0.0,0.0,390
0.0,0.0,391
0.0,0.0,392
0.0,0.0,393
0.0,0.0,394
0.0,0.0,395
0.0,0.0,396
-0.0,-0.0,397
-0.0,-0.0,398
-0.0,-0.0,399
-0.0,-0.0,400
-0.0,-0.0,401
0.0,0.0,402
56.94705,1.32435,403
57.8873385,1.32435,404
56.483527499999994,1.32435,405
0.0,0.0,406
0.0,0.0,407
0.0,0.0,408
0.0,0.0,409
-48.633075000000005,-1.8393750000000002,410
-35.224031249999996,-1.839375,411
-34.948125,-1.8393749999999998,412
0.0,0.0,413
0.0,0.0,414
0.0,0.0,415
0.0,0.0,416
79.4477565,1.32435,417
0.0,0.0,418
78.29557199999999,1.32435,419
0.0,0.0,420
0.0,0.0,421
0.0,0.0,422
0.0,0.0,423
0.0,0.0,424
82.2024045,1.32435,425
90.41337449999999,1.32435,426
72.5081625,1.32435,427
35.16885,0.73575,428
0.0,0.0,429
0.0,0.0,430
0.0,0.0,431
0.0,0.0,432
0.0,0.0,433
-62.520356250000006,-1.839375,434
-56.85508125,-1.839375,435
-53.341875,-1.839375,436
-67.19236875,-1.839375,437
0.0,0.0,438
0.0,0.0,439
0.0,0.0,440
0.0,0.0,441
0.0,0.0,442
0.0,0.0,443
0.0,0.0,444
0.0,0.0,445
0.0,0.0,446
0.0,0.0,447
0.0,0.0,448
79.461,1.32435,449
86.69195099999999,1.32435,450
77.9644845,1.32435,451
67.35644099999999,1.32435,452
0.0,0.0,453
0.0,0.0,454
0.0,0.0,455
0.0,0.0,456
0.0,0.0,457
-58.197825,-1.839375,458
-53.91208125,-1.839375,459
-53.17633125,-1.839375,460
-60.6258,-1.839375,461
0.0,0.0,462
0.0,0.0,463
0.0,0.0,464
0.0,0.0,465
0.0,0.0,466
0.0,0.0,467
0.0,0.0,468
0.0,0.0,469
0.0,0.0,470
0.0,0.0,471
0.0,0.0,472
0.0,0.0,473
84.546504,1.32435,474
62.376885,1.32435,475
62.019310499999996,1.32435,476
0.0,0.0,477
0.0,0.0,478
0.0,0.0,479
49.676368499999995,1.32435,480
0.0,0.0,481
-60.791343749999996,-1.839375,482
-52.99239375,-1.839375,483
-50.6563875,-1.8393750000000002,484
-62.53875,-1.839375,485
-75.96618749999999,-1.839375,486
0.0,0.0,487
0.0,0.0,488
0.0,0.0,489
0.0,0.0,490
0.0,0.0,491
0.0,0.0,492
0.0,0.0,493
0.0,0.0,494
0.0,0.0,495
0.0,0.0,496
74.5211745,1.32435,497
83.645946,1.32435,498
63.012572999999996,1.32435,499
59.5030455,1.32435,500
0.0,0.0,501
0.0,0.0,502
0.0,0.0,503
49.994212499999996,1.32435,504
0.0,0.0,505
-59.74289999999999,-1.839375,506
-55.7330625,-1.839375,507
-53.9672625,-1.839375,508
-57.6460125,-1.839375,509
-75.1568625,-1.839375,510
0.0,0.0,511
0.0,0.0,512
0.0,0.0,513
0.0,0.0,514
73.3557465,1.32435,515
0.0,0.0,516
0.0,0.0,517
0.0,0.0,518
0.0,0.0,519
0.0,0.0,520
0.0,0.0,521
68.11132049999999,1.32435,522
59.436828,1.32435,523
54.960525,1.32435,524
0.0,0.0,525
0.0,0.0,526
0.0,0.0,527
54.6559245,1.32435,528
0.0,0.0,529
-64.378125,-1.839375,530
-56.928656249999996,-1.839375,531
-52.4221875,-1.839375,532
-54.40871249999999,-1.8393749999999998,533
-54.75819375,-1.839375,534
0.0,0.0,535
0.0,0.0,536
0.0,0.0,537
0.0,0.0,538
0.0,0.0,539
0.0,0.0,540
0.0,0.0,541
0.0,0.0,542
0.0,0.0,543
0.0,0.0,544
0.0,0.0,545
70.44217649999999,1.32435,546
69.96541049999999,1.32435,547
61.30416149999999,1.32435,548
0.0,0.0,549
0.0,0.0,550
0.0,0.0,551
0.0,0.0,552
0.0,0.0,553
-73.74054375,-1.8393749999999998,554
-61.214400000000005,-1.839375,555
-49.05613125,-1.839375,556
0.0,0.0,557
0.0,0.0,558
0.0,0.0,559
0.0,0.0,560
0.0,0.0,561
0.0,0.0,562
0.0,0.0,563
0.0,0.0,564
0.0,0.0,565
0.0,0.0,566
0.0,0.0,567
0.0,0.0,568
0.0,0.0,569
66.323448,1.32435,570
65.528838,1.32435,571
60.496308,1.32435,572
56.178927,1.32435,573
0.0,0.0,574
0.0,0.0,575
49.9412385,1.32435,576
0.0,0.0,577
-57.020625,-1.839375,578
-49.663125,-1.839375,579
-51.44731875,-1.8393750000000002,580
-60.699374999999996,-1.839375,581
0.0,0.0,582
0.0,0.0,583
0.0,0.0,584
0.0,0.0,585
0.0,0.0,586
0.0,0.0,587
0.0,0.0,588
0.0,0.0,589
0.0,0.0,590
0.0,0.0,591
0.0,0.0,592
80.3483145,1.32435,593
77.9379975,1.32435,594
66.2175,1.32435,595
66.085065,1.3243500000000001,596
0.0,0.0,597
0.0,0.0,598
0.0,0.0,599
0.0,0.0,600
0.0,0.0,601
-66.67734375,-1.8393750000000002,602
-57.167775,-1.839375,603
-55.18125,-1.839375,604
-68.07526874999999,-1.839375,605
0.0,0.0,606
0.0,0.0,607
0.0,0.0,608
0.0,0.0,609
83.884329,1.32435,610
0.0,0.0,611
0.0,0.0,612
0.0,0.0,613
0.0,0.0,614
0.0,0.0,615
0.0,0.0,616
87.65872649999999,1.32435,617
92.94288300000001,1.32435,618
80.87805449999999,1.32435,619
0.0,0.0,620
0.0,0.0,621
0.0,0.0,622
0.0,0.0,623
0.0,0.0,624
0.0,0.0,625
-79.1299125,-1.839375,626
-66.1071375,-1.839375,627
-61.6190625,-1.839375,628
-64.02864375,-1.839375,629
0.0,0.0,630
0.0,0.0,631
0.0,0.0,632
104.729598,1.32435,633
96.24051449999999,1.32435,634
86.744925,1.32435,635
87.645483,1.32435,636
0.0,0.0,637
0.0,0.0,638
0.0,0.0,639
0.0,0.0,640
0.0,0.0,641
0.0,0.0,642
0.0,0.0,643
0.0,0.0,644
0.0,0.0,645
0.0,0.0,646
0.0,0.0,647
0.0,0.0,648
0.0,0.0,649
-79.16669999999999,-1.8393749999999998,650
-64.76439375,-1.8393749999999998,651
-63.4584375,-1.839375,652
-79.36903124999999,-1.839375,653
0.0,0.0,654
0.0,0.0,655
0.0,0.0,656
0.0,0.0,657
0.0,0.0,658
0.0,0.0,659
0.0,0.0,660
0.0,0.0,661
0.0,0.0,662
0.0,0.0,663
0.0,0.0,664
0.0,0.0,665
101.789541,1.32435,666
67.54185,1.32435,667
62.24444999999999,1.32435,668
0.0,0.0,669
0.0,0.0,670
0.0,0.0,671
66.402909,1.32435,672
0.0,0.0,673
-64.378125,-1.839375,674
-58.86,-1.839375,675
-57.9403125,-1.839375,676
-64.87475625,-1.839375,677
0.0,0.0,678
0.0,0.0,679
0.0,0.0,680
89.7247125,1.32435,681
90.05579999999999,1.32435,682
91.38015,1.32435,683
89.12875499999998,1.32435,684
0.0,0.0,685
0.0,0.0,686
0.0,0.0,687
0.0,0.0,688
0.0,0.0,689
0.0,0.0,690
0.0,0.0,691
0.0,0.0,692
0.0,0.0,693
0.0,0.0,694
0.0,0.0,695
0.0,0.0,696
0.0,0.0,697
-55.18125,-1.839375,698
-51.5025,-1.839375,699
-51.35535,-1.839375,700
-53.341875,-1.839375,701
-53.9672625,-1.839375,702
0.0,0.0,703
0.0,0.0,704
0.0,0.0,705
0.0,0.0,706
0.0,0.0,707
0.0,0.0,708
0.0,0.0,709
0.0,0.0,710
0.0,0.0,711
0.0,0.0,712
0.0,0.0,713
75.48795,1.32435,714
66.2175,1.32435,715
61.833901499999996,1.32435,716
0.0,0.0,717
0.0,0.0,718
0.0,0.0,719
0.0,0.0,720
0.0,0.0,721
-58.86,-1.839375,722
-52.82685,-1.839375,723
-48.35716875,-1.839375,724
0.0,0.0,725
0.0,0.0,726
0.0,0.0,727
0.0,0.0,728
0.0,0.0,729
0.0,0.0,730
0.0,0.0,731
0.0,0.0,732
0.0,0.0,733
0.0,0.0,734
-32.66934375,-1.021875,735
-0.0,-0.0,736
-0.0,-0.0,737
72.83924999999999,1.32435,738
66.2175,1.32435,739
59.595749999999995,1.32435,740
0.0,0.0,741
0.0,0.0,742
68.5351125,1.32435,743
48.338775,1.32435,744
0.0,0.0,745
-56.37684375,-1.839375,746
-55.05249375,-1.839375,747
-51.134625,-1.839375,748
-57.020625,-1.839375,749
0.0,0.0,750
98.3065005,1.32435,751
84.149199,1.32435,752
86.08274999999999,1.32435,753
86.08274999999999,1.32435,754
50.76675,0.73575,755
0.0,0.0,756
0.0,0.0,757
0.0,0.0,758
0.0,0.0,759
0.0,0.0,760
0.0,0.0,761
0.0,0.0,762
0.0,0.0,763
0.0,0.0,764
0.0,0.0,765
0.0,0.0,766
0.0,0.0,767
0.0,0.0,768
0.0,0.0,769
0.0,0.0,770
-53.341875,-1.839375,771
-51.5025,-1.839375,772
-56.1009375,-1.839375,773
0.0,0.0,774
0.0,0.0,775
95.3134695,1.32435,776
95.35319999999999,1.32435,777
64.89314999999999,1.32435,778
0.0,0.0,779
0.0,0.0,780
0.0,0.0,781
0.0,0.0,782
0.0,0.0,783
0.0,0.0,784
0.0,0.0,785
0.0,0.0,786
0.0,0.0,787
0.0,0.0,788
0.0,0.0,789
0.0,0.0,790
0.0,0.0,791
0.0,0.0,792
0.0,0.0,793
0.0,0.0,794
-49.773487499999995,-1.839375,795
-44.843962499999996,-1.839375,796
-55.18125,-1.839375,797
0.0,0.0,798
0.0,0.0,799
0.0,0.0,800
0.0,0.0,801
79.23586049999999,1.32435,802
82.0964565,1.32435,803
79.7391135,1.32435,804
0.0,0.0,805
0.0,0.0,806
0.0,0.0,807
0.0,0.0,808
0.0,0.0,809
0.0,0.0,810
0.0,0.0,811
0.0,0.0,812
0.0,0.0,813
0.0,0.0,814
0.0,0.0,815
0.0,0.0,816
0.0,0.0,817
0.0,0.0,818
-55.05249375,-1.839375,819
-55.18125,-1.839375,820
-66.2175,-1.839375,821
0.0,0.0,822
0.0,0.0,823
0.0,0.0,824
78.4677375,1.32435,825
78.03070199999999,1.32435,826
78.53395499999999,1.32435,827
0.0,0.0,828
0.0,0.0,829
0.0,0.0,830
0.0,0.0,831
0.0,0.0,832
0.0,0.0,833
0.0,0.0,834
0.0,0.0,835
0.0,0.0,836
0.0,0.0,837
0.0,0.0,838
0.0,0.0,839
0.0,0.0,840
0.0,0.0,841
0.0,0.0,842
-53.39705625,-1.839375,843
-51.815193750000006,-1.8393750000000002,844
-59.9268375,-1.839375,845
-71.68044375,-1.839375,846
0.0,0.0,847
0.0,0.0,848
0.0,0.0,849
0.0,0.0,850
0.0,0.0,851
0.0,0.0,852
0.0,0.0,853
0.0,0.0,854
0.0,0.0,855
0.0,0.0,856
62.24444999999999,1.32435,857
75.620385,1.32435,858
70.270011,1.32435,859
61.4895705,1.32435,860
0.0,0.0,861
0.0,0.0,862
0.0,0.0,863
0.0,0.0,864
0.0,0.0,865
0.0,0.0,866
-54.9973125,-1.839375,867
-51.1714125,-1.839375,868
-51.52089375,-1.8393749999999998,869
-48.0076875,-1.839375,870
-57.241350000000004,-1.839375,871
0.0,0.0,872
0.0,0.0,873
0.0,0.0,874
61.582274999999996,1.32435,875
0.0,0.0,876
0.0,0.0,877
0.0,0.0,878
0.0,0.0,879
0.0,0.0,880
0.0,0.0,881
74.534418,1.32435,882
70.6540725,1.32435,883
58.2051825,1.32435,884
53.0931915,1.32435,885
0.0,0.0,886
0.0,0.0,887
0.0,0.0,888
0.0,0.0,889
0.0,0.0,890
-56.37684375,-1.839375,891
-51.1714125,-1.839375,892
-48.338775,-1.8393749999999998,893
-44.1082125,-1.839375,894
-50.858718749999994,-1.839375,895
0.0,0.0,896
0.0,0.0,897
0.0,0.0,898
0.0,0.0,899
0.0,0.0,900
0.0,0.0,901
0.0,0.0,902
0.0,0.0,903
0.0,0.0,904
0.0,0.0,905
66.296961,1.32435,906
68.177538,1.3243500000000001,907
63.237712499999994,1.32435,908
58.668704999999996,1.32435,909
58.80114,1.32435,910
0.0,0.0,911
0.0,0.0,912
0.0,0.0,913
0.0,0.0,914
-55.18125,-1.839375,915
-54.68461875,-1.839375,916
-60.699374999999996,-1.839375,917
0.0,0.0,918
0.0,0.0,919
85.950315,1.32435,920
92.1880035,1.32435,921
92.51909099999999,1.32435,922
0.0,0.0,923
0.0,0.0,924
0.0,0.0,925
0.0,0.0,926
0.0,0.0,927
0.0,0.0,928
0.0,0.0,929
0.0,0.0,930
0.0,0.0,931
0.0,0.0,932
0.0,0.0,933
0.0,0.0,934
0.0,0.0,935
0.0,0.0,936
0.0,0.0,937
0.0,0.0,938
-55.18125,-1.839375,939
-54.2615625,-1.839375,940
-66.38304375,-1.8393749999999998,941
0.0,0.0,942
0.0,0.0,943
0.0,0.0,944
83.672433,1.32435,945
84.89083499999998,1.32435,946
84.7584,1.32435,947
0.0,0.0,948
0.0,0.0,949
0.0,0.0,950
0.0,0.0,951
0.0,0.0,952
0.0,0.0,953
0.0,0.0,954
0.0,0.0,955
0.0,0.0,956
0.0,0.0,957
0.0,0.0,958
0.0,0.0,959
0.0,0.0,960
0.0,0.0,961
0.0,0.0,962
-58.786425,-1.839375,963
-56.505599999999994,-1.839375,964
-68.056875,-1.8393750000000002,965
0.0,0.0,966
0.0,0.0,967
0.0,0.0,968
87.65872649999999,1.32435,969
87.5262915,1.32435,970
87.751431,1.32435,971
0.0,0.0,972
0.0,0.0,973
0.0,0.0,974
0.0,0.0,975
0.0,0.0,976
0.0,0.0,977
0.0,0.0,978
0.0,0.0,979
0.0,0.0,980
0.0,0.0,981
0.0,0.0,982
0.0,0.0,983
0.0,0.0,984
0.0,0.0,985
-96.47521875000001,-1.8393750000000002,986
-78.92758124999999,-1.839375,987
-71.82759374999999,-1.839375,988
-90.129375,-1.839375,989
0.0,0.0,990
0.0,0.0,991
84.10946849999999,1.32435,992
87.67197,1.32435,993
86.06950649999999,1.32435,994
87.67197,1.32435,995
0.0,0.0,996
0.0,0.0,997
0.0,0.0,998
0.0,0.0,999
0.0,0.0,1000
0.0,0.0,1001
0.0,0.0,1002
0.0,0.0,1003
0.0,0.0,1004
0.0,0.0,1005
0.0,0.0,1006
0.0,0.0,1007
0.0,0.0,1008
0.0,0.0,1009
-93.808125,-1.839375,1010
-55.23643125,-1.839375,1011
-56.37684375,-1.839375,1012
-97.54205625,-1.839375,1013
0.0,0.0,1014
98.74353599999999,1.32435,1015
99.32624999999999,1.32435,1016
159.3060615,1.32435,1017
105.948,1.32435,1018
0.0,0.0,1019
0.0,0.0,1020
0.0,0.0,1021
0.0,0.0,1022
0.0,0.0,1023
0.0,0.0,1024
0.0,0.0,1025
0.0,0.0,1026
0.0,0.0,1027
0.0,0.0,1028
0.0,0.0,1029
0.0,0.0,1030
0.0,0.0,1031
0.0,0.0,1032
0.0,0.0,1033
0.0,0.0,1034
-62.023725,-1.839375,1035
-58.86,-1.839375,1036
-59.24626875,-1.839375,1037
-55.18125,-1.839375,1038
0.0,0.0,1039
0.0,0.0,1040
0.0,0.0,1041
0.0,0.0,1042
0.0,0.0,1043
0.0,0.0,1044
0.0,0.0,1045
0.0,0.0,1046
0.0,0.0,1047
0.0,0.0,1048
63.568799999999996,1.32435,1049
78.586929,1.32435,1050
72.7465455,1.32435,1051
61.97957999999999,1.32435,1052
0.0,0.0,1053
0.0,0.0,1054
0.0,0.0,1055
0.0,0.0,1056
0.0,0.0,1057
-93.808125,-1.839375,1058
-76.99623749999999,-1.8393749999999998,1059
-68.13045,-1.839375,1060
-56.1009375,-1.839375,1061
-53.8569,-1.839375,1062
0.0,0.0,1063
0.0,0.0,1064
0.0,0.0,1065
59.5825065,1.32435,1066
0.0,0.0,1067
0.0,0.0,1068
0.0,0.0,1069
0.0,0.0,1070
0.0,0.0,1071
0.0,0.0,1072
0.0,0.0,1073
75.276054,1.32435,1074
78.13664999999999,1.32435,1075
69.528375,1.32435,1076
65.449377,1.32435,1077
0.0,0.0,1078
0.0,0.0,1079
0.0,0.0,1080
0.0,0.0,1081
-86.50580625,-1.839375,1082
-64.378125,-1.839375,1083
-60.68098125,-1.839375,1084
-64.5620625,-1.8393749999999998,1085
0.0,0.0,1086
0.0,0.0,1087
83.195667,1.32435,1088
94.691025,1.32435,1089
98.4124485,1.32435,1090
104.9547375,1.32435,1091
0.0,0.0,1092
0.0,0.0,1093
0.0,0.0,1094
0.0,0.0,1095
0.0,0.0,1096
0.0,0.0,1097
0.0,0.0,1098
0.0,0.0,1099
0.0,0.0,1100
0.0,0.0,1101
0.0,0.0,1102
0.0,0.0,1103
0.0,0.0,1104
0.0,0.0,1105
-110.3257125,-1.839375,1106
-97.5236625,-1.839375,1107
-60.75455625,-1.839375,1108
-64.24936875,-1.839375,1109
0.0,0.0,1110
0.0,0.0,1111
0.0,0.0,1112
81.447525,1.32435,1113
82.63944,1.32435,1114
99.32624999999999,1.32435,1115
91.459611,1.32435,1116
0.0,0.0,1117
0.0,0.0,1118
0.0,0.0,1119
0.0,0.0,1120
0.0,0.0,1121
0.0,0.0,1122
0.0,0.0,1123
0.0,0.0,1124
0.0,0.0,1125
0.0,0.0,1126
0.0,0.0,1127
0.0,0.0,1128
0.0,0.0,1129
-85.36539375,-1.839375,1130
-68.03848125,-1.839375,1131
-64.24936875,-1.839375,1132
-68.056875,-1.8393750000000002,1133
0.0,0.0,1134
0.0,0.0,1135
0.0,0.0,1136
85.81787999999999,1.32435,1137
86.06950649999999,1.32435,1138
99.45868499999999,1.32435,1139
94.2275025,1.32435,1140
0.0,0.0,1141
0.0,0.0,1142
0.0,0.0,1143
0.0,0.0,1144
0.0,0.0,1145
0.0,0.0,1146
0.0,0.0,1147
0.0,0.0,1148
0.0,0.0,1149
0.0,0.0,1150
0.0,0.0,1151
0.0,0.0,1152
0.0,0.0,1153
0.0,0.0,1154
-54.39031875,-1.839375,1155
-53.341875,-1.839375,1156
-63.32968125,-1.839375,1157
0.0,0.0,1158
0.0,0.0,1159
0.0,0.0,1160
78.984234,1.32435,1161
77.818806,1.32435,1162
79.4477565,1.32435,1163
0.0,0.0,1164
0.0,0.0,1165
0.0,0.0,1166
0.0,0.0,1167
0.0,0.0,1168
0.0,0.0,1169
0.0,0.0,1170
0.0,0.0,1171
0.0,0.0,1172
0.0,0.0,1173
0.0,0.0,1174
0.0,0.0,1175
0.0,0.0,1176
0.0,0.0,1177
0.0,0.0,1178
-50.23333125,-1.839375,1179
-46.00276875,-1.839375,1180
-55.254825,-1.839375,1181
-71.4781125,-1.839375,1182
0.0,0.0,1183
0.0,0.0,1184
0.0,0.0,1185
0.0,0.0,1186
74.5211745,1.32435,1187
